time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2016-01-11T19:47:58.200Z,34.0015,-117.0468333,13.45,2.13,ml,94,29,0.08792,0.12,ci,ci37512080,2016-01-11T23:17:32.610Z,"2km NNE of Calimesa, California",earthquake
2016-01-11T19:22:22.410Z,19.4245,-155.609,2.482,0.85,md,10,107,0.02782,0.14,hv,hv61148456,2016-01-11T19:54:40.820Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2016-01-11T19:20:01.660Z,33.5265,-116.733,3.52,0.68,ml,25,47,0.03896,0.08,ci,ci37512072,2016-01-11T22:58:44.909Z,"6km WSW of Anza, California",earthquake
2016-01-11T19:14:49.850Z,3.4752,126.5888,63.03,4.2,mb,,180,2.795,0.49,us,us10004dl7,2016-01-11T20:57:14.723Z,"247km SSE of Sarangani, Philippines",earthquake
2016-01-11T19:14:26.740Z,38.8096657,-122.7996674,1.93,1.34,md,24,77,0.003808,0.03,nc,nc72578636,2016-01-11T21:49:04.971Z,"5km NW of The Geysers, California",earthquake
2016-01-11T19:05:25.998Z,38.6533,-118.7756,11.9,0.7,ml,6,260.73,0.2,0.0854,nn,nn00526401,2016-01-12T00:27:04.131Z,"19km NW of Hawthorne, Nevada",earthquake
2016-01-11T18:54:40.270Z,38.8073349,-122.838501,2.11,0.89,md,10,124,0.007443,0.02,nc,nc72578626,2016-01-11T19:43:05.557Z,"7km WNW of The Geysers, California",earthquake
2016-01-11T18:35:31.317Z,38.336,-118.1636,8.9,1.2,ml,15,86.95,0.097,0.0897,nn,nn00526320,2016-01-11T19:51:30.987Z,"45km ESE of Hawthorne, Nevada",earthquake
2016-01-11T18:18:11.439Z,38.6613,-118.7739,13.5,0.4,ml,6,147.65,0.2,0.0855,nn,nn00526400,2016-01-12T00:23:58.462Z,"19km NW of Hawthorne, Nevada",earthquake
2016-01-11T18:14:00.000Z,54.3893,-161.5803,33.2,3,ml,,,,0.48,ak,ak12456652,2016-01-12T23:26:22.490Z,"115km SE of Cold Bay, Alaska",earthquake
2016-01-11T18:03:19.319Z,38.651,-118.7961,6.7,1.2,ml,15,114.34,0.195,0.1642,nn,nn00526318,2016-01-11T19:39:07.526Z,"20km NW of Hawthorne, Nevada",earthquake
2016-01-11T17:50:29.700Z,41.9188,142.4171,61.11,4.8,mb,,109,0.56,0.92,us,us10004dkl,2016-01-13T13:34:38.738Z,"46km S of Shizunai, Japan",earthquake
2016-01-11T17:39:01.000Z,63.3167,-149.5711,97.3,1.7,ml,,,,0.62,ak,ak12456650,2016-01-12T23:25:38.932Z,"32km WSW of Cantwell, Alaska",earthquake
2016-01-11T17:23:57.050Z,34.4311667,-119.91,8.92,2.07,ml,27,98,0.05851,0.18,ci,ci37512048,2016-01-11T22:55:46.639Z,"5km WNW of Isla Vista, California",earthquake
2016-01-11T17:08:03.960Z,44.4647,141.0764,239.86,6.2,mww,,33,1.142,1.01,us,us10004djn,2016-01-13T13:38:16.427Z,"74km NW of Rumoi, Japan",earthquake
2016-01-11T17:01:22.810Z,3.7403,126.9806,10,4.7,mb,,133,2.973,0.88,us,us10004djm,2016-01-11T18:31:11.326Z,"249km SE of Sarangani, Philippines",earthquake
2016-01-11T16:44:08.000Z,60.9272,-149.103,13.9,1.7,ml,,,,0.47,ak,ak12456502,2016-01-12T23:25:28.843Z,"28km NW of Whittier, Alaska",earthquake
2016-01-11T16:38:07.070Z,3.8639,126.8669,20.8,6.5,mww,,22,3.111,0.66,us,us10004dj5,2016-01-12T03:11:31.059Z,"230km SE of Sarangani, Philippines",earthquake
2016-01-11T16:34:24.920Z,34.1873333,-117.4165,8.47,1.26,ml,30,51,0.07234,0.19,ci,ci37512024,2016-01-11T18:13:18.020Z,"4km SSW of Devore, California",earthquake
2016-01-11T16:31:37.600Z,-7.4443,123.4811,473.25,4.3,mb,,65,1.708,0.61,us,us10004dj1,2016-01-11T20:09:47.541Z,"141km NE of Palue, Indonesia",earthquake
2016-01-11T16:31:16.690Z,40.3695,-121.3326667,11.29,0.5,md,5,305,0.07422,0.08,nc,nc72579156,2016-01-12T23:26:07.016Z,"11km NW of Chester, California",earthquake
2016-01-11T16:31:07.399Z,39.5586,-119.9366,5.7,0.6,ml,8,73.44,0.053,0.0786,nn,nn00526550,2016-01-12T20:45:11.058Z,"5km N of Mogul, Nevada",earthquake
2016-01-11T16:30:04.714Z,38.6502,-118.7994,6,1.1,ml,4,305.87,0.218,0.0385,nn,nn00526548,2016-01-12T20:35:55.215Z,"20km NW of Hawthorne, Nevada",earthquake
2016-01-11T16:26:55.770Z,38.8300018,-122.7945023,1.03,0.41,md,10,128,0.009001,0.03,nc,nc72578581,2016-01-11T16:59:08.939Z,"6km W of Cobb, California",earthquake
2016-01-11T16:23:05.310Z,40.3895,-121.304,9.75,0.52,md,4,333,0.09127,0.07,nc,nc72579126,2016-01-12T22:48:04.914Z,"11km NNW of Chester, California",earthquake
2016-01-11T16:20:45.217Z,37.053,-117.952,0.4,0.8,ml,10,192.94,0.303,0.1282,nn,nn00526312,2016-01-11T17:26:45.923Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T16:00:05.000Z,63.592,-147.3899,5.2,1.2,ml,,,,0.69,ak,ak12456349,2016-01-12T23:25:37.326Z,"80km ENE of Cantwell, Alaska",earthquake
2016-01-11T15:53:36.180Z,27.7773,57.4035,10,4.4,mb,,146,3.018,0.95,us,us10004diy,2016-01-11T19:37:19.210Z,"76km NNE of Minab, Iran",earthquake
2016-01-11T15:40:12.000Z,63.0645,-151.5752,8.7,1.4,ml,,,,0.73,ak,ak12456347,2016-01-12T23:25:30.168Z,"111km NW of Talkeetna, Alaska",earthquake
2016-01-11T15:33:34.000Z,65.1695,-148.5082,12.6,0.7,ml,,,,0.39,ak,ak12456346,2016-01-12T23:25:29.514Z,"42km NNW of Ester, Alaska",earthquake
2016-01-11T15:28:25.000Z,63.4911,-148.4976,1,1.2,ml,,,,0.59,ak,ak12456345,2016-01-12T23:12:47.517Z,"25km ENE of Cantwell, Alaska",earthquake
2016-01-11T15:25:21.870Z,37.1916,-117.5486,11.9,0.1,ml,4,162.68,0.088,0.1603,nn,nn00526543,2016-01-12T20:23:08.870Z,"63km SSW of Goldfield, Nevada",earthquake
2016-01-11T15:23:30.270Z,33.9603333,-116.7753333,13.85,1.16,ml,35,72,0.07935,0.19,ci,ci37512000,2016-01-11T18:13:26.840Z,"5km NNE of Cabazon, California",earthquake
2016-01-11T15:18:06.180Z,36.4836,-98.6905,5,3.2,mb_lg,,108,0.224,0.5,us,us10004dil,2016-01-11T17:29:44.610Z,"30km NW of Fairview, Oklahoma",earthquake
2016-01-11T15:15:28.200Z,-17.6187,-178.8605,520.24,4.6,mb,,79,2.945,0.93,us,us10004diq,2016-01-11T16:41:00.433Z,"229km SE of Lambasa, Fiji",earthquake
2016-01-11T15:13:04.560Z,3.7539,-82.8512,10,4.7,mb,,90,4.649,1.4,us,us10004dij,2016-01-11T16:20:41.915Z,"South of Panama",earthquake
2016-01-11T15:11:44.000Z,63.5726,-151.0392,8.8,1,ml,,,,0.4,ak,ak12456342,2016-01-12T23:12:48.922Z,"106km WNW of Cantwell, Alaska",earthquake
2016-01-11T15:11:24.838Z,38.2581,-118.6542,9.7,0,ml,4,282.3,0.118,0.0609,nn,nn00526527,2016-01-12T20:00:24.201Z,"29km S of Hawthorne, Nevada",earthquake
2016-01-11T15:07:28.428Z,37.094,-117.9309,13.8,0.6,ml,5,215.34,0.266,0.0525,nn,nn00526525,2016-01-12T19:54:15.010Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T14:59:15.878Z,38.6568,-118.7661,12.9,0.3,ml,5,305.35,0.193,0.0355,nn,nn00526523,2016-01-12T19:47:53.410Z,"19km NW of Hawthorne, Nevada",earthquake
2016-01-11T14:56:36.079Z,37.075,-117.942,4.7,0.7,ml,5,219.79,0.284,0.0876,nn,nn00526520,2016-01-12T19:44:47.884Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T14:54:50.718Z,37.0672,-117.9346,8,1.2,ml,11,76.36,0.236,0.1088,nn,nn00526304,2016-01-11T16:40:48.222Z,"33km ESE of Big Pine, California",earthquake
2016-01-11T14:48:05.179Z,37.101,-117.9346,13.9,0.8,ml,10,140.84,0.24,0.1419,nn,nn00526516,2016-01-12T19:38:27.927Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T14:40:33.352Z,37.0706,-117.9447,6.2,0.9,ml,10,198.68,0.288,0.1088,nn,nn00526511,2016-01-12T19:23:06.523Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T14:34:23.000Z,65.1501,-149.0344,10.6,1.3,ml,,,,0.62,ak,ak12456339,2016-01-12T23:12:48.232Z,"58km NW of Ester, Alaska",earthquake
2016-01-11T14:32:56.000Z,51.9494,-173.4568,43.9,2.8,ml,,,,0.37,ak,ak12456338,2016-01-12T23:14:47.134Z,"57km ESE of Atka, Alaska",earthquake
2016-01-11T14:16:12.200Z,36.4728,-98.756,8.148,3.2,ml,,116,,0.47,us,us10004dic,2016-01-11T15:14:10.179Z,"33km NW of Fairview, Oklahoma",earthquake
2016-01-11T14:09:31.887Z,37.0974,-117.9325,13.3,0.9,ml,8,197.59,0.266,0.0936,nn,nn00526507,2016-01-12T19:07:29.693Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T13:41:02.900Z,38.8125,-122.7878342,1.12,0.53,md,8,143,0.005636,0.01,nc,nc72578571,2016-01-11T14:46:04.436Z,"4km NW of The Geysers, California",earthquake
2016-01-11T13:28:50.830Z,47.9385,-114.8005,-0.11,0.98,ml,5,261,0.088,0.3,mb,mb80119644,2016-01-11T16:02:19.950Z,"43km WSW of Lakeside, Montana",earthquake
2016-01-11T13:22:39.860Z,-3.6534,138.295,81.62,4.4,mb,,161,6.08,1.19,us,us10004di4,2016-01-11T14:25:38.849Z,"217km E of Enarotali, Indonesia",earthquake
2016-01-11T13:12:16.820Z,36.4701,-98.7066,5,2.9,mb_lg,,110,0.237,0.35,us,us10004di0,2016-01-11T14:17:00.716Z,"30km NW of Fairview, Oklahoma",earthquake
2016-01-11T13:06:20.000Z,59.4242,-152.5851,77.8,3,ml,,,,0.58,ak,ak12456141,2016-01-12T23:14:25.480Z,"57km SW of Anchor Point, Alaska",earthquake
2016-01-11T13:04:04.536Z,38.6503,-118.796,8.3,1.7,ml,20,83.91,0.195,0.1561,nn,nn00526303,2016-01-12T23:22:16.612Z,"20km NW of Hawthorne, Nevada",earthquake
2016-01-11T12:57:41.890Z,-15.2723,167.3989,113.78,4.6,mb,,122,0.256,1.05,us,us10004dhw,2016-01-11T13:51:35.167Z,"38km NE of Luganville, Vanuatu",earthquake
2016-01-11T12:50:51.550Z,34.1861667,-117.4116667,7.05,1.29,ml,38,32,0.07651,0.19,ci,ci37511984,2016-01-11T18:13:37.150Z,"4km SSW of Devore, California",earthquake
2016-01-11T12:50:01.790Z,38.8414993,-122.8276672,1.82,0.77,md,8,129,0.006763,0.01,nc,nc72578561,2016-01-11T13:49:04.311Z,"9km WNW of Cobb, California",earthquake
2016-01-11T12:35:43.000Z,59.6373,-152.9497,101,2.6,ml,,,,0.6,ak,ak12456139,2016-01-12T23:15:08.271Z,"64km WSW of Anchor Point, Alaska",earthquake
2016-01-11T12:32:08.170Z,37.507,-118.4215,4.56,0.9,md,4,163,0.04451,0.11,nc,nc72578556,2016-01-12T19:23:06.064Z,"13km N of Dixon Lane-Meadow Creek, California",earthquake
2016-01-11T12:23:42.090Z,38.8248329,-122.854332,2.49,0.29,md,9,146,0.003358,0.01,nc,nc72578551,2016-01-11T13:21:05.242Z,"10km WNW of The Geysers, California",earthquake
2016-01-11T12:20:58.829Z,37.0733,-117.9372,8.1,1.1,ml,13,75.12,0.235,0.076,nn,nn00526301,2016-01-11T16:12:37.031Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T12:16:53.000Z,52.8314,-169.4438,7.4,1.9,ml,,,,0.57,ak,ak12456138,2016-01-12T23:12:50.706Z,"40km WSW of Nikolski, Alaska",earthquake
2016-01-11T12:09:17.500Z,33.525,-116.4658333,7.97,0.77,ml,30,59,0.03356,0.19,ci,ci37511976,2016-01-11T18:13:19.500Z,"20km E of Anza, California",earthquake
2016-01-11T12:02:26.650Z,38.7948341,-122.7281647,1.53,0.36,md,7,91,0.009514,0.01,nc,nc72578546,2016-01-11T12:52:05.187Z,"3km S of Cobb, California",earthquake
2016-01-11T11:52:11.200Z,38.8110008,-122.8284988,1.34,0.43,md,8,71,0.002195,0.02,nc,nc72578541,2016-01-11T12:24:04.132Z,"7km WNW of The Geysers, California",earthquake
2016-01-11T11:44:26.340Z,46.5746667,-119.8361667,9.046,-0.05,md,6,134,0.02066,0.08,uw,uw61118291,2016-01-11T18:52:13.800Z,"13km SSE of Desert Aire, Washington",earthquake
2016-01-11T11:21:27.250Z,33.2823333,-116.2523333,4.19,0.86,ml,25,143,0.08941,0.17,ci,ci37511968,2016-01-14T01:12:32.135Z,"12km ENE of Borrego Springs, California",earthquake
2016-01-11T10:58:58.470Z,34.1835,-117.4081667,8.09,1.26,ml,39,34,0.08006,0.19,ci,ci37511960,2016-01-11T14:23:36.420Z,"4km S of Devore, California",earthquake
2016-01-11T10:47:12.190Z,34.1846667,-117.4088333,7.91,1.54,ml,63,33,0.07919,0.19,ci,ci37511952,2016-01-12T01:49:21.210Z,"4km S of Devore, California",earthquake
2016-01-11T10:33:38.930Z,38.1058333,-121.9316667,20.53,2.58,md,95,82,0.1031,0.27,nc,nc72578536,2016-01-14T06:48:04.912Z,"8km NNE of Bay Point, California",earthquake
2016-01-11T10:23:26.300Z,39.2337,-120.4683,0,-0.3,ml,6,261.74,0.165,0.1676,nn,nn00526385,2016-01-11T23:34:19.806Z,"26km WSW of Truckee, California",earthquake
2016-01-11T10:10:26.040Z,34.3823333,-116.4475,7.53,1.1,ml,20,119,0.1054,0.12,ci,ci37511944,2016-01-11T21:04:41.150Z,"30km N of Yucca Valley, California",earthquake
2016-01-11T10:04:01.000Z,62.5107,-149.1569,4.3,1.7,ml,,,,0.64,ak,ak12456134,2016-01-12T23:12:54.591Z,"53km NE of Y, Alaska",earthquake
2016-01-11T10:03:09.000Z,59.8497,-153.0157,88.2,2,ml,,,,0.39,ak,ak12456133,2016-01-12T23:15:29.604Z,"66km W of Anchor Point, Alaska",earthquake
2016-01-11T09:56:07.000Z,62.3692,-149.7926,4.4,1.9,ml,,,,0.4,ak,ak12456131,2016-01-12T23:13:03.525Z,"17km ENE of Talkeetna, Alaska",earthquake
2016-01-11T09:26:49.374Z,38.6551,-118.7745,11.6,0.2,ml,6,260.6,0.199,0.073,nn,nn00526374,2016-01-11T22:54:14.038Z,"19km NW of Hawthorne, Nevada",earthquake
2016-01-11T09:16:08.820Z,34.104,-117.3218333,15.29,0.72,ml,19,69,0.09768,0.16,ci,ci37511936,2016-01-11T14:23:21.539Z,"3km NNW of Colton, California",earthquake
2016-01-11T09:15:00.327Z,37.0514,-117.1572,9.4,0.5,ml,11,130.64,0.122,0.1122,nn,nn00526373,2016-01-11T22:51:05.305Z,"38km WNW of Beatty, Nevada",earthquake
2016-01-11T09:04:06.020Z,36.446,-98.6976,5,2.7,mb_lg,,103,0.253,0.47,us,us10004dgp,2016-01-11T12:24:37.119Z,"27km NW of Fairview, Oklahoma",earthquake
2016-01-11T09:00:10.940Z,33.6046667,-116.7373333,12.9,0.46,ml,14,143,0.02488,0.11,ci,ci37511928,2016-01-11T14:23:24.205Z,"8km NW of Anza, California",earthquake
2016-01-11T08:54:28.550Z,38.8055,-122.80233,0.66,1.14,md,16,124,0.006018,0.02,nc,nc72578521,2016-01-11T10:13:04.820Z,"5km NW of The Geysers, California",earthquake
2016-01-11T08:48:08.090Z,35.9294,-97.5575,3.92,2.7,mb_lg,,37,0.156,0.35,us,us10004dgi,2016-01-11T12:30:04.157Z,"4km SE of Crescent, Oklahoma",earthquake
2016-01-11T08:21:28.080Z,40.1252,142.5593,54.35,4.7,mb,,148,1.941,1.13,us,us10004dga,2016-01-11T16:12:56.104Z,"75km NE of Miyako, Japan",earthquake
2016-01-11T08:16:10.000Z,65.1688,-149.0278,1.8,1.4,ml,,,,0.73,ak,ak12456127,2016-01-12T23:12:41.213Z,"59km NW of Ester, Alaska",earthquake
2016-01-11T08:02:59.302Z,36.4933,-116.2206,5.1,-0.3,ml,11,179.62,0.064,0.0955,nn,nn00526371,2016-01-11T22:38:36.861Z,"38km NNW of Pahrump, Nevada",earthquake
2016-01-11T07:55:46.430Z,40.3563333,-121.334,7.33,0.68,md,6,303,0.07908,0.08,nc,nc72578506,2016-01-12T01:29:06.498Z,"10km WNW of Chester, California",earthquake
2016-01-11T07:54:52.630Z,37.6501656,-122.3544998,10.97,1.12,md,7,117,0.04248,0.01,nc,nc72578496,2016-01-11T08:48:05.593Z,"5km ENE of San Bruno, California",earthquake
2016-01-11T07:51:03.340Z,-31.4485,-69.3913,118.48,4.6,mb,,86,0.611,1.49,us,us10004dg3,2016-01-11T08:15:14.089Z,"13km S of Calingasta, Argentina",earthquake
2016-01-11T07:47:00.072Z,38.7427,-118.632,11.7,0.8,ml,13,97.61,0.143,0.1399,nn,nn00526307,2016-01-11T16:03:14.941Z,"24km N of Hawthorne, Nevada",earthquake
2016-01-11T07:42:46.001Z,38.6598,-118.7839,12.9,0.7,ml,10,120.21,0.207,0.0985,nn,nn00526368,2016-01-11T22:29:09.764Z,"20km NW of Hawthorne, Nevada",earthquake
2016-01-11T07:42:35.570Z,40.3611667,-121.3255,10.59,0.64,md,5,305,0.08255,0.04,nc,nc72578491,2016-01-12T00:38:07.183Z,"10km NW of Chester, California",earthquake
2016-01-11T07:39:12.750Z,40.365,-121.3188333,10.39,0.74,md,6,307,0.0857,0.07,nc,nc72578486,2016-01-12T01:19:05.468Z,"9km NW of Chester, California",earthquake
2016-01-11T07:30:08.590Z,47.3863333,-122.0716667,3.289,1.02,ml,11,88,0.187,0.36,uw,uw61118276,2016-01-11T18:36:10.600Z,"2km WSW of Maple Valley, Washington",earthquake
2016-01-11T07:22:32.190Z,40.365,-121.317,10.12,0.7,md,5,308,0.087,0.07,nc,nc72578476,2016-01-12T00:23:05.390Z,"9km NW of Chester, California",earthquake
2016-01-11T07:21:37.630Z,40.3681667,-121.3271667,10.38,0.85,md,6,306,0.07862,0.06,nc,nc72578471,2016-01-12T00:17:04.375Z,"10km NW of Chester, California",earthquake
2016-01-11T07:18:21.468Z,38.6585,-118.7955,8.5,0.5,ml,7,154.06,0.216,0.0999,nn,nn00526367,2016-01-11T22:22:54.240Z,"21km NW of Hawthorne, Nevada",earthquake
2016-01-11T07:18:06.270Z,40.3678333,-121.3255,10.79,0.91,md,4,306,0.07992,0.05,nc,nc72578466,2016-01-12T00:47:06.183Z,"10km NW of Chester, California",earthquake
2016-01-11T07:16:16.780Z,40.359,-121.3326667,8.59,1.9,md,14,131,0.07865,0.14,nc,nc72578451,2016-01-12T20:52:05.289Z,"10km NW of Chester, California",earthquake
2016-01-11T07:09:57.000Z,53.0296,-164.8681,25.5,2.4,ml,,,,0.27,ak,ak12456035,2016-01-12T23:12:49.796Z,"136km SSE of Akutan, Alaska",earthquake
2016-01-11T07:06:12.962Z,36.7945,-115.9842,5.2,0,ml,11,226.36,0.066,0.1052,nn,nn00526362,2016-01-11T22:10:30.428Z,"65km N of Pahrump, Nevada",earthquake
2016-01-11T07:01:53.000Z,62.2838,-149.9428,9.7,1.6,ml,,,,0.34,ak,ak12456033,2016-01-12T23:12:40.543Z,"9km ESE of Talkeetna, Alaska",earthquake
2016-01-11T07:01:16.720Z,38.8240013,-122.8446655,1.96,0.94,md,21,68,0.007578,0.03,nc,nc72578446,2016-01-11T08:07:04.459Z,"9km NW of The Geysers, California",earthquake
2016-01-11T07:00:33.602Z,36.9869,-117.9921,15.7,0.5,ml,6,199.37,0.202,0.0913,nn,nn00526359,2016-01-11T21:39:26.155Z,"33km SE of Big Pine, California",earthquake
2016-01-11T06:57:17.255Z,39.7682,-120.8386,5.5,1.6,ml,14,103.31,0.107,0.1215,nn,nn00526296,2016-01-11T19:05:04.080Z,"19km SSE of East Quincy, California",earthquake
2016-01-11T06:50:16.520Z,36.061,-118.0108333,-0.19,1.15,ml,17,117,0.1111,0.16,ci,ci37511920,2016-01-11T14:23:27.378Z,"6km WNW of Coso Junction, California",earthquake
2016-01-11T06:48:44.915Z,37.2882,-114.6528,0.2,1,ml,6,141.78,0.338,0.1121,nn,nn00526295,2016-01-11T18:52:35.248Z,"38km SSW of Caliente, Nevada",earthquake
2016-01-11T06:26:46.380Z,40.432,141.2107,46.14,4.7,mb,,97,2.158,1.02,us,us10004dfn,2016-01-13T13:42:15.274Z,"25km WSW of Hachinohe, Japan",earthquake
2016-01-11T06:18:15.810Z,19.2,-155.4086667,32.311,1.7,md,36,157,0.03877,0.1,hv,hv61148036,2016-01-11T17:06:55.260Z,"7km E of Pahala, Hawaii",earthquake
2016-01-11T05:52:28.000Z,51.9867,-175.5676,25.8,3.3,ml,,,,0.38,ak,ak12455829,2016-01-12T23:13:17.687Z,"75km E of Adak, Alaska",earthquake
2016-01-11T05:51:39.740Z,38.8175011,-122.8201675,2.58,0.88,md,8,135,0.02163,0.03,nc,nc72578431,2016-01-11T06:46:04.238Z,"7km NW of The Geysers, California",earthquake
2016-01-11T05:45:43.660Z,38.8219986,-122.7776642,-0.19,0.53,md,8,121,0.00904,0.01,nc,nc72578426,2016-01-11T06:18:04.161Z,"4km W of Cobb, California",earthquake
2016-01-11T05:38:00.900Z,33.5966667,-116.8131667,8.12,0.45,ml,18,60,0.04106,0.09,ci,ci37511912,2016-01-11T14:23:31.164Z,"14km WNW of Anza, California",earthquake
2016-01-11T05:35:51.000Z,64.7331,-148.8997,16.4,0.9,ml,,,,0.53,ak,ak12455826,2016-01-12T23:12:51.504Z,"20km NNE of North Nenana, Alaska",earthquake
2016-01-11T05:10:51.310Z,47.4323333,-122.8933333,9.378,0.98,ml,8,130,0.1359,0.4,uw,uw61118266,2016-01-11T19:05:04.190Z,"5km WSW of Belfair, Washington",earthquake
2016-01-11T05:10:02.080Z,34.4456667,-117.9418333,8.42,0.73,ml,16,52,0.01169,0.18,ci,ci37511904,2016-01-11T14:23:48.925Z,"7km SSW of Pearblossum, California",earthquake
2016-01-11T05:08:51.610Z,19.3771667,-155.502,10.399,1.33,md,46,42,0.04257,0.09,hv,hv61148026,2016-01-11T17:28:13.140Z,"19km N of Pahala, Hawaii",earthquake
2016-01-11T05:08:25.370Z,37.2301667,-97.9111667,3.93,1.97,ml,19,111,0.02422,0.03,ismpkansas,ismpkansas70166383,2016-01-13T19:29:53.620Z,"11km ESE of Harper, Kansas",earthquake
2016-01-11T05:01:58.830Z,38.8076668,-122.8261642,1.69,0.56,md,7,201,0.01691,0.02,nc,nc72578421,2016-01-11T05:40:05.066Z,"6km WNW of The Geysers, California",earthquake
2016-01-11T04:55:27.690Z,19.4091663,-155.2608337,5.33,1.81,md,16,57,0.003043,0.17,hv,hv61147946,2016-01-11T15:47:29.220Z,"3km SW of Volcano, Hawaii",earthquake
2016-01-11T04:52:58.210Z,23.3956,121.469,34.71,4.7,mb,,89,0.157,1.25,us,us10004dff,2016-01-11T05:17:59.573Z,"65km SSW of Hualian, Taiwan",earthquake
2016-01-11T04:48:32.080Z,-6.8266,155.1869,129.55,4.7,mb,,74,3.988,1.45,us,us10004dfe,2016-01-11T05:05:06.821Z,"65km SSW of Panguna, Papua New Guinea",earthquake
2016-01-11T04:17:33.640Z,36.4718,-98.7243,5.8,2.8,mb_lg,,115,0.236,0.23,us,us10004df7,2016-01-11T04:29:03.476Z,"31km NW of Fairview, Oklahoma",earthquake
2016-01-11T04:04:02.960Z,37.4175,-118.477,3.74,0.38,md,6,118,0.04006,0.05,nc,nc72578406,2016-01-12T23:13:04.990Z,"6km WNW of Dixon Lane-Meadow Creek, California",earthquake
2016-01-11T03:58:25.348Z,41.9081,-119.5994,5.4,0.9,ml,5,216.33,0.151,0.0845,nn,nn00526290,2016-01-11T04:25:45.274Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-11T03:56:39.400Z,33.5958333,-116.8141667,8.47,0.18,ml,19,107,0.04184,0.06,ci,ci37511896,2016-01-11T21:22:12.863Z,"14km WNW of Anza, California",earthquake
2016-01-11T03:54:40.780Z,35.7646667,-118.552,11.38,1.06,ml,9,199,0.02727,0.16,ci,ci37511888,2016-01-11T14:24:07.545Z,"11km NW of Wofford Heights, California",earthquake
2016-01-11T03:49:32.300Z,34.1848333,-117.4098333,8,2,ml,86,27,0.07608,0.17,ci,ci37511880,2016-01-11T21:38:34.720Z,"4km S of Devore, California",earthquake
2016-01-11T03:13:52.380Z,33.9525,-117.9071667,3.82,2.98,ml,102,14,0.01548,0.23,ci,ci37511872,2016-01-13T05:36:49.194Z,"3km S of Rowland Heights, California",earthquake
2016-01-11T03:06:06.460Z,19.3848333,-155.2795,2.482,2.15,ml,35,44,0.002688,0.08,hv,hv61147886,2016-01-11T16:41:04.890Z,"6km SW of Volcano, Hawaii",earthquake
2016-01-11T02:51:13.720Z,-33.3328,-178.5486,35,4.8,mb,,171,4.109,1.43,us,us10004des,2016-01-11T04:19:25.988Z,"213km S of L'Esperance Rock, New Zealand",earthquake
2016-01-11T02:49:35.000Z,52.5542,-163.9183,33.8,3.1,ml,,,,0.32,ak,ak12455569,2016-01-12T23:14:04.541Z,"215km SE of Akutan, Alaska",earthquake
2016-01-11T02:41:43.450Z,-0.0947,124.4508,70.7,4.9,mb,,39,1.924,1.29,us,us10004den,2016-01-11T02:59:31.011Z,"74km SE of Molibagu, Indonesia",earthquake
2016-01-11T02:37:55.000Z,60.0079,-152.4546,78.8,2.6,ml,,,,0.63,ak,ak12455565,2016-01-12T23:13:39.687Z,"43km NW of Anchor Point, Alaska",earthquake
2016-01-11T02:23:27.430Z,38.8440018,-122.8284988,1.8,1.02,md,17,63,0.007681,0.01,nc,nc72578391,2016-01-11T03:18:03.756Z,"9km WNW of Cobb, California",earthquake
2016-01-11T02:10:50.430Z,35.1221667,-118.6551667,7.99,1.45,ml,16,74,0.1121,0.17,ci,ci37511856,2016-01-11T14:24:40.506Z,"18km ESE of Arvin, California",earthquake
2016-01-11T02:01:55.520Z,36.462,-98.6742,8.06,3.7,mb_lg,,27,0.247,0.66,us,us10004dek,2016-01-11T04:03:13.322Z,"27km NW of Fairview, Oklahoma",earthquake
2016-01-11T01:55:01.280Z,38.8424988,-122.828331,1.57,0.9,md,15,58,0.006817,0.02,nc,nc72578386,2016-01-11T02:49:04.692Z,"9km WNW of Cobb, California",earthquake
2016-01-11T01:48:46.990Z,38.7994995,-122.7493362,-0.82,0.63,md,8,133,0.019,0.02,nc,nc72578381,2016-01-11T02:21:05.626Z,"2km NNE of The Geysers, California",earthquake
2016-01-11T01:46:43.080Z,34.1073333,-118.1235,11.12,1.13,ml,23,93,0.0294,0.11,ci,ci37511848,2016-01-11T22:21:28.300Z,"1km NNE of Alhambra, California",earthquake
2016-01-11T01:20:30.694Z,37.1016,-117.9277,12,0.4,ml,4,199.36,0.246,0.1664,nn,nn00526288,2016-01-11T04:22:38.785Z,"32km ESE of Big Pine, California",earthquake
2016-01-11T01:18:17.660Z,33.7068333,-117.4341667,5.52,0.99,ml,11,98,0.05158,0.16,ci,ci37511840,2016-01-11T14:25:14.084Z,"11km WNW of Lake Elsinore, California",earthquake
2016-01-11T01:14:18.200Z,44.7581667,-110.0746667,15.78,1.16,md,6,150,0.061,0.16,uu,uu60135502,2016-01-11T18:29:12.070Z,"68km ENE of Old Faithful Geyser, Wyoming",earthquake
